aardvark	aardvarks
announce	announcing|announced|announces
announcement	announcements
announcer	announcers
annoy	annoys|annoyed|annoying
annoybot	annoybots
annoying	annoyings
annual	annuals
annuitant	annuitants
annuity	annuities
annul	annuls|annulled|annulling
annulate	annulates
annulet	annulets
annunciate	annunciates|annunciated|annunciating
annunciator	annunciators
anoa	anoas
anode	anodes
anodize	anodizing|anodized|anodizes
anodyne	anodynes
anolyte	anolytes
anomal	anomals
anomaloscope	anomaloscopes
anomaly	anomalies
anon	anons
anonym	anonyms
anopheline	anophelines
anorak	anoraks
anorectic	anorectics
anorexic	anorexics
anorexigenic	anorexigenics
anorthite	anorthites
anorthopia	anorthopias
anoscope	anoscopes
anosmic	anosmics
answer	answers|answering|answered
answerback	answerbacks
answerer	answerers
answering	answerings
answerphone	answerphones
ant	anting|anted|ants
antacid	antacids
antagonise	antagonised|antagonises|antagonising
antagonist	antagonists
antagonize	antagonized|antagonizes|antagonizing
antalgic	antalgics
antalkali	antalkalis
antaphrodisiac	antaphrodisiacs
antarthritic	antarthritics
antasthmatic	antasthmatics
ante	anteing|anted|antes
antechamber	antechambers
antechapel	antechapels
antechoir	antechoirs
anteclise	anteclises
antedate	antedating|antedates|antedated
antediluvian	antediluvians
antefix	antefixes
antennule	antennules
antepenult	antepenults
antepenultimate	antepenultimates
anteport	anteports
anteposition	antepositions
anteroom	anterooms
antheap	antheaps
anthelmintic	anthelmintics
anthem	anthems|anthemed|antheming
anther	anthers
antherozoid	antherozoids
anthocyanin	anthocyanins
anthologist	anthologists
anthologize	anthologizing|anthologized|anthologizes
anthology	anthologies
anthophore	anthophores
anthophyte	anthophytes
anthracnose	anthracnoses
anthropoid	anthropoids
anthropologist	anthropologists
anthropometrist	anthropometrists
anthropomorphise	anthropomorphises|anthropomorphising|anthropomorphised
anthropomorphist	anthropomorphists
anthropomorphize	anthropomorphized|anthropomorphizing|anthropomorphizes
anthropophyte	anthropophytes
anti	antis
antiabortifacient	antiabortifacients
antiaggressin	antiaggressins
antialexin	antialexins
antiallergic	antiallergics
antianemic	antianemics
antiantitoxin	antiantitoxins
antianxiety	antianxieties
antiarrhythmic	antiarrhythmics
antiarthritic	antiarthritics
antiasthmatic	antiasthmatics
antiauthoritarian	antiauthoritarians
antiauxin	antiauxins
antibacterial	antibacterials
antibaryon	antibaryons
antibiont	antibionts
antibiotic	antibiotics
antibody	antibodies
antic	antics|anticking|anticked
anticapitalist	anticapitalists
anticarcinogenic	anticarcinogenics
anticatalyst	anticatalysts
anticatarrhal	anticatarrhals
anticathode	anticathodes
anticatholic	anticatholics
anticenter	anticenters
antichain	antichains
antichlor	antichlors
anticholinesterase	anticholinesterases
antichrist	antichrists
antichristian	antichristians
anticipant	anticipants
anticipate	anticipates|anticipating|anticipated
anticipator	anticipators
anticlerical	anticlericals
anticlimax	anticlimaxes
anticline	anticlines
anticoagulant	anticoagulants
anticoincidence	anticoincidences
anticolonial	anticolonials
anticommutator	anticommutators
anticommute	anticommuted|anticommuting|anticommutes
anticonvulsant	anticonvulsants
anticonvulsive	anticonvulsives
anticorrelation	anticorrelations
anticorrosive	anticorrosives
anticyclone	anticyclones
antidepressant	antidepressants
antidepressive	antidepressives
antiderivative	antiderivatives
antidiarrheal	antidiarrheals
antidissident	antidissidents
antidiuretic	antidiuretics
antidote	antidotes|antidoted|antidoting
antielectron	antielectrons
antiemetic	antiemetics
antienzyme	antienzymes
antiepileptic	antiepileptics
antiepithelial	antiepithelials
antifascist	antifascists
antifebrile	antifebriles
antifederalist	antifederalists
antifeminist	antifeminists
antiferromagnet	antiferromagnets
antifoam	antifoams
antiform	antiforms
antifouling	antifoulings
antifundamentalist	antifundamentalists
antifungal	antifungals
antigen	antigens
antigenicity	antigenicities
antihemorrhagic	antihemorrhagics
antiheroine	antiheroines
antihidrotic	antihidrotics
antihistamine	antihistamines
antihomomorphism	antihomomorphisms
antihomosexual	antihomosexuals
antihormone	antihormones
antihydrophobic	antihydrophobics
antihyperglycemic	antihyperglycemics
antihyperon	antihyperons
antihypertensive	antihypertensives
antihypnotic	antihypnotics
antihysteric	antihysterics
antikaon	antikaons
antiknock	antiknocks
antileprotic	antileprotics
antiliberal	antiliberals
antilipemic	antilipemics
antilog	antilogs
antilogarithm	antilogarithms
antilogy	antilogies
antilyssic	antilyssics
antimacassar	antimacassars
antimalarial	antimalarials
antimask	antimasks
antimasque	antimasques
antimaterialist	antimaterialists
antimere	antimeres
antimeson	antimesons
antimicrobial	antimicrobials
antimilitarism	antimilitarisms
antimilitarist	antimilitarists
antimissile	antimissiles
antimitotic	antimitotics
antimonarchist	antimonarchists
antimonate	antimonates
antimonial	antimonials
antimonopolist	antimonopolists
antimorph	antimorphs
antimutagen	antimutagens
antimycotic	antimycotics
antineoplastic	antineoplastics
antinephritic	antinephritics
antineutrino	antineutrinos
antineutron	antineutrons
antinode	antinodes
antinomian	antinomians
antinomy	antinomies
antinucleon	antinucleons
antiodontalgic	antiodontalgics
antioxidant	antioxidants
antipacifist	antipacifists
antiparallel	antiparallels
antiparallelogram	antiparallelograms
antiparalytic	antiparalytics
antiparty	antiparties
antipathogen	antipathogens
antiperiodic	antiperiodics
antiphase	antiphases
antiphlogistic	antiphlogistics
antiphon	antiphons
antiphonal	antiphonals
antiphonary	antiphonaries
antiphony	antiphonies
antiplastic	antiplastics
antiplatelet	antiplatelets
antipodagric	antipodagrics
antipodal	antipodals
antipode	antipodes
antipodean	antipodeans
antipoison	antipoisons
antipole	antipoles
antipope	antipopes
antiprogressive	antiprogressives
antiprotease	antiproteases
antiproton	antiprotons
antiprotozoal	antiprotozoals
antipsoriatic	antipsoriatics
antipyretic	antipyretics
antiquarian	antiquarians
antiquarianize	antiquarianized|antiquarianizes|antiquarianizing
antiquark	antiquarks
antiquary	antiquaries
antiquate	antiquating|antiquates|antiquated
antique	antiquing|antiqued|antiquer|antiquest|antiques
antirachitic	antirachitics
antirad	antirads
antiradical	antiradicals
antirepublican	antirepublicans
antiresonance	antiresonances
antirevolutionary	antirevolutionaries
antiromantic	antiromantics
antiroyalist	antiroyalists
antirrhinum	antirrhinums
antirust	antirusts
antiscorbutic	antiscorbutics
antisialagogue	antisialagogues
antisocial	antisocials
antisocialist	antisocialists
antisoliton	antisolitons
antispasmodic	antispasmodics
antistat	antistats
antistatic	antistatics
antistrophe	antistrophes
antisudorific	antisudorifics
antisymmetrization	antisymmetrizations
antisympathetic	antisympathetics
antitheist	antitheists
antitotalitarian	antitotalitarians
antitoxin	antitoxins
antitrade	antitrades
antitrinitarian	antitrinitarians
antitrypsin	antitrypsins
antitubercular	antituberculars
antitussive	antitussives
antitype	antitypes
antivenene	antivenenes
antivenin	antivenins
antiviral	antivirals
antivirus	antiviruses
antivitamin	antivitamins
antler	antlers
antonym	antonyms
antre	antres
antrectomy	antrectomies
antroscope	antroscopes
antrostomy	antrostomies
anvil	anvilled|anvils|anvilling
anything	anythings
aorist	aorists
aortopathy	aortopathies
aortotomy	aortotomies
apache	apaches
apanage	apanaged|apanages|apanaging
apartment	apartments
apastron	apastrons
ape	aped|aping|apes
apepsia	apepsias
aper	apers
apercu	apercus
aperient	aperients
aperitif	aperitifs
aperitive	aperitives
aperture	apertures
aphasiac	aphasiacs
aphasic	aphasics
aphetize	aphetizes|aphetizing|aphetized
aphidian	aphidians
aphidicide	aphidicides
aphorism	aphorisming|aphorisms|aphorismed
aphorist	aphorists
aphrodisiac	aphrodisiacs
apian	apians
apiarian	apiarians
apiarist	apiarists
apiary	apiaries
apical	apicals
apicectomy	apicectomies
apicoectomy	apicoectomies
apiculturist	apiculturists
apiologist	apiologists
aplanat	aplanats
aplanogamete	aplanogametes
aplanospore	aplanospores
apocalypse	apocalypses
apocalyptic	apocalyptics
apocope	apocopes
apocyte	apocytes
apod	apods
apodal	apodals
apoenzyme	apoenzymes
apogee	apogees
apolitical	apoliticals
apollo	apollos
apologia	apologias
apologise	apologising|apologises|apologised
apologist	apologists
apologize	apologized|apologizes|apologizing
apologizer	apologizers
apology	apologies
apolune	apolunes
apomict	apomicts
apophlegmatic	apophlegmatics
apophthegm	apophthegms
apophyge	apophyges
apoplectic	apoplectics
aposelene	aposelenes
aposome	aposomes
apostate	apostates
apostatise	apostatised|apostatising|apostatises
apostatize	apostatizes|apostatizing|apostatized
apostil	apostils
apostle	apostles
apostolate	apostolates
apostrophe	apostrophes
apostrophize	apostrophizes|apostrophized|apostrophizing
apothecary	apothecaries
apothegm	apothegms
apothem	apothems
apotheosize	apotheosized|apotheosizing|apotheosizes
apotropaic	apotropaics
apotype	apotypes
appal	appalled|appalling|appals
appanage	appanaging|appanaged|appanages
apparat	apparats
apparel	apparels|appareling|appareled
apparition	apparitions
apparitor	apparitors
appealer	appealers
appealing	appealings
appease	appeases|appeased|appeasing
appeaser	appeasers
appellant	appellants
appellation	appellations
appellative	appellatives
appellee	appellees
append	appended|appends|appending
appendage	appendages
appendant	appendants
appendectomy	appendectomies
appendicectomy	appendicectomies
appendicostomy	appendicostomies
apperceive	apperceiving|apperceives|apperceived
appetiser	appetisers
appetizer	appetizers
applanate	applanated|applanating|applanates
applaud	applauded|applauds|applauding
applauder	applauders
apple	appling|appled|apples
applecart	applecarts
applicator	applicators
appliqué	appliquéing|appliqués|appliquéed
apply	applies|applied|applying
appoggiatura	appoggiaturas
appointee	appointees
appointment	appointments
appose	apposed|apposes|apposing
apposite	apposites
appositional	appositionals
appositive	appositives
appraise	appraises|appraised|appraising
appraiser	appraisers
appreciate	appreciates|appreciating|appreciated
appreciator	appreciators
apprentice	apprenticed|apprentices|apprenticing
apprenticeship	apprenticeships
apprise	apprised|apprising|apprises
apprize	apprizing|apprized|apprizes
approach	approached|approaches|approaching
approbate	approbates|approbating|approbated
approbative	approbatives
appropriate	appropriated|appropriates|appropriating
appropriator	appropriators
approve	approves|approving|approved
approver	approvers
approximate	approximating|approximated|approximates
approximative	approximatives
appurtenance	appurtenances
appurtenant	appurtenants
apricot	apricots
apron	aprons|aproned|aproning
apse	apses
apside	apsides
apt	apts
apterygote	apterygotes
apteryx	apteryxes
aquafortist	aquafortists
aqualung	aqualunged|aqualungs|aqualunging
aquaplane	aquaplaned|aquaplaning|aquaplanes
aquarelle	aquarelles
aquarellist	aquarellists
aquarist	aquarists
aquatic	aquatics
aquatint	aquatinted|aquatinting|aquatints
aquatinter	aquatinters
aquatintist	aquatintists
aqueduct	aqueducts
aquiclude	aquicludes
aquifer	aquifers
aquifuge	aquifuges
aquilegia	aquilegias
arabesque	arabesques
arachnicide	arachnicides
arachnid	arachnids
arachnidan	arachnidans
arachnoid	arachnoids
araeostyle	araeostyles
aralkyl	aralkyls
arara	araras
araucaria	araucarias
arbalest	arbalests
arbalester	arbalesters
arbiter	arbiters|arbitering|arbitered
arbitrage	arbitraging|arbitraged|arbitrages
arbitrageur	arbitrageurs
arbitrament	arbitraments
arbitrary	arbitraries
arbitrate	arbitrated|arbitrating|arbitrates
arbitrator	arbitrators
arbitress	arbitresses
arboreal	arboreals
arborescence	arborescences
arboricide	arboricides
arboriculturist	arboriculturists
arborist	arborists
arborvirus	arborviruses
arborvitae	arborvitaes
arbour	arboured|arbours
arbutus	arbutuses
arc	arced|arcing|arcs
arcade	arcades
arcadia	arcadias
arcature	arcatures
arch	archest|arches|arched|arching|archer
archaean	archaeans
archaeologist	archaeologists
archaeophyte	archaeophytes
archaic	archaics
archaise	archaising|archaises|archaised
archaist	archaists
archaize	archaized|archaizing|archaizes
archaizer	archaizers
archangel	archangels
archbishopric	archbishoprics
archdeacon	archdeacons
archdeaconry	archdeaconries
archdeaconship	archdeaconships
archdiocese	archdioceses
archduchess	archduchesses
archduchy	archduchies
archduke	archdukes
archenemy	archenemies
archer	archers
archespore	archespores
archetype	archetyping|archetyped|archetypes
archicarp	archicarps
archie	archies
archiepiscopate	archiepiscopates
archimandrite	archimandrites
arching	archings
architect	architected|architects|architecting
architrave	architraves
archive	archives|archiving|archived
archiver	archivers
archivist	archivists
archivolt	archivolts
archway	archways
arcing	arcings
arcograph	arcographs
arcsine	arcsines
arctic	arctics
arcticize	arcticizes|arcticizing|arcticized
are	ares
areaway	areaways
areca	arecas
areolet	areolets
areometer	areometers
argala	argalas
argali	argalis
argentaffin	argentaffins
argentine	argentines
argentometer	argentometers
argonaut	argonauts
argosy	argosies
argot	argots
argue	argues|arguing|argued
arguer	arguers
argufier	argufiers
argufy	argufying|argufied|argufies
argus	arguses
arhat	arhats
arietta	ariettas
aril	arils
arioso	ariosos
arise	arisen|arising|arises|arose
aristocrat	aristocrats
arithmetician	arithmeticians
arithmetization	arithmetizations
arithmometer	arithmometers
ark	arks
arm	arming|armed|arms
armada	armadas
armageddon	armageddons
armature	armaturing|armatures|armatured
armband	armbands
armchair	armchairs|armchaired|armchairing
armhole	armholes
armiger	armigers
arming	armings
armistice	armistices
armlet	armlets
armorer	armorers
armorial	armorials
armorist	armorists
armourer	armourers
armpit	armpits
armrest	armrests
army	armies
arnica	arnicas
aroid	aroids
aromatic	aromatics
aromatize	aromatized|aromatizing|aromatizes
aromatizer	aromatizers
arousal	arousals
arouse	arousing|aroused|arouses
arquebus	arquebuses|arquebused|arquebusing
arraign	arraigns|arraigning|arraigned
arraigner	arraigners
arrange	arranged|arranging|arranges
arranger	arrangers
arrant	arranter|arrantest
arras	arrases
arrear	arrears
arrestee	arrestees
arrester	arresters
arrestor	arrestors
arrhenoblastoma	arrhenoblastomas
arris	arrises
arrive	arrives|arrived|arriving
arriver	arrivers
arriviste	arrivistes
arroba	arrobas
arrogate	arrogating|arrogated|arrogates
arrow	arrowing|arrowed|arrows
arroyo	arroyos
arse	arsing|arsed|arses
arsenal	arsenals
arsenate	arsenates
arsenical	arsenicals
arshin	arshins
arsonist	arsonists
artefact	artefacts
artemisia	artemisias
arterialise	arterialising|arterialises|arterialised
arterialization	arterializations
arterialize	arterializes|arterialized|arterializing
arteriectomy	arteriectomies
arteriogram	arteriograms
arteriole	arterioles
arteriosclerotic	arteriosclerotics
arteriotomy	arteriotomies
artery	arteries
arthritic	arthritics
arthromere	arthromeres
arthropathy	arthropathies
arthrophyte	arthrophytes
arthroscope	arthroscopes
arthrospore	arthrospores
arthrotomy	arthrotomies
artichoke	artichokes
article	articling|articled|articles
articulate	articulating|articulates|articulated
articulator	articulators
artifact	artifacts
artifice	artifices|artificed|artificing
artificer	artificers
artificialize	artificializes|artificializing|artificialized
artillerist	artillerists
artiodactyl	artiodactyls
artisan	artisans
artist	artists
artistdom	artistdoms
artiste	artistes
arty	artier|artiest
arum	arums
arytenoid	arytenoids
arête	arêtes
ascarid	ascarids
ascendency	ascendencies
ascendent	ascendents
ascender	ascenders
ascending	ascendings
ascetic	ascetics
ascidian	ascidians
ascospore	ascospores
ascot	ascots
ascribe	ascribing|ascribes|ascribed
asexual	asexuals
ash	ashes|ashed|ashing
ashcan	ashcans
